,loan_data_targets_test,predicted_prob_being_good_borrower,y_hat_test
142,1,0.8504464673129366,0
143,1,0.9305014595946695,1
144,1,0.8045385369296156,0
145,1,0.8982169429783181,0
146,1,0.9740283494390974,1
147,1,0.9563629227344537,1
148,1,0.924236791367785,1
149,0,0.7752697268870028,0
150,1,0.8800724689153712,0
151,1,0.9597955476931557,1
152,1,0.9083387772634751,1
153,1,0.8251984014272723,0
154,1,0.9425049567859268,1
155,1,0.8660373938598931,0
156,1,0.9747202445723805,1
157,1,0.959287987936537,1
158,1,0.8601324172039556,0
159,1,0.8935884175613623,0
160,1,0.8315527190583185,0
161,1,0.9620002955167258,1
162,1,0.9357378906466736,1
163,1,0.9252192138396534,1
164,1,0.9772823284734823,1
165,1,0.906308012208117,1
166,1,0.8190393112840734,0
167,1,0.9505930211603314,1
168,1,0.9513823053790598,1
169,1,0.8573851640254544,0
170,1,0.92021270567968,1
171,1,0.9154811349196957,1
172,1,0.9383862615994093,1
173,1,0.9385626222334479,1
174,1,0.9544519751203016,1
175,1,0.8536353729205252,0
176,1,0.9644952259505628,1
177,1,0.8529862911599624,0
178,1,0.8134559835756691,0
179,1,0.9396785565534056,1
180,1,0.8824125795170827,0
181,1,0.9045949435399918,1
182,1,0.9463173632622526,1
183,1,0.982634795382012,1
184,1,0.8703333109301257,0
185,1,0.9207139437588866,1
186,1,0.8766037291233811,0
187,1,0.8073882237540052,0
188,1,0.9554585077286712,1
189,1,0.8532073687277602,0
190,1,0.9076929701198976,1
191,1,0.853660084328085,0
192,1,0.9502925785702339,1
193,1,0.9291432378640632,1
194,1,0.9387052913891115,1
195,1,0.8755231234914586,0
196,1,0.9350112547923038,1
197,1,0.9509515641259513,1
198,1,0.9450095892222815,1
199,1,0.8735111363108593,0
200,1,0.8732671072780699,0
201,0,0.9375433949223669,1
202,1,0.8036111103292797,0
203,1,0.9590125822028404,1
204,1,0.9399083889193286,1
205,1,0.9706623489311766,1
206,1,0.8220822936775831,0
207,1,0.9395195642948531,1
208,1,0.8879711741782891,0
209,1,0.7926584181764443,0
210,0,0.8962400342723758,0
211,1,0.9720645215270289,1
212,1,0.9200553171009291,1
213,1,0.9024601299728114,1
214,1,0.9575069527611572,1
215,1,0.8272425863907428,0
216,1,0.9787944011637341,1
217,1,0.9459645119775358,1
218,1,0.8255947267260071,0
219,1,0.8997935847168481,0
220,0,0.7978410510405087,0
221,0,0.9216214929257203,1
222,1,0.9742278907582879,1
223,1,0.9845934400057377,1
224,1,0.9342545724648486,1
225,1,0.8766618887100288,0
226,0,0.8834212551675265,0
227,1,0.9418491452906573,1
228,1,0.8280362773722373,0
229,0,0.959933805618625,1
230,1,0.856581932919527,0
231,1,0.6859209776938509,0
232,1,0.8799809651767302,0
233,1,0.7556374613598084,0
234,1,0.923596235519685,1
235,1,0.8144590819998653,0
236,1,0.8346109728925867,0
237,1,0.8919252402052498,0
238,1,0.9717137731288622,1
239,1,0.9132624906255096,1
240,1,0.8867647560395944,0
241,1,0.7741454822546727,0
242,1,0.8603030528820487,0
243,1,0.8682767692001124,0
244,1,0.9323336113247226,1
245,1,0.9607783926972774,1
246,1,0.9412467032876337,1
247,1,0.9113587076654527,1
248,1,0.9308138340232736,1
249,1,0.7834322888513598,0
250,1,0.957002586796271,1
251,1,0.9783773240589811,1
252,1,0.9694900355153929,1
253,1,0.9574896663567173,1
254,1,0.8900051293974123,0
255,0,0.8418900320814791,0
256,1,0.78949883467158,0
257,1,0.780504377090058,0
258,1,0.8546175848208916,0
259,1,0.9184787306560008,1
260,1,0.7218668573019046,0
261,1,0.9342938484203135,1
262,1,0.8677234347845716,0
263,1,0.8859130574902063,0
264,1,0.9034343804611976,1
265,0,0.7939742493984325,0
266,1,0.7074365087677988,0
267,1,0.9369456684321721,1
268,1,0.8047676555218377,0
269,1,0.9590425020324085,1
270,1,0.8913311919966621,0
271,1,0.8928623732857353,0
272,0,0.9464447539711416,1
273,1,0.97656148067194,1
274,1,0.9650001792374775,1
275,1,0.7149653136173735,0
276,1,0.9088217248159919,1
277,1,0.8496040323109375,0
278,1,0.9843119893950825,1
279,1,0.9346080636516315,1
280,1,0.9428130975304864,1
281,1,0.8873116233806011,0
282,0,0.8669202725221823,0
283,1,0.9194287683734624,1
284,1,0.9318615248602652,1
285,1,0.987853748733514,1
286,1,0.8758576473887215,0
287,1,0.8840716054169082,0
288,1,0.9525739766904151,1
289,1,0.8616912289538012,0
290,1,0.9716041976477815,1
291,0,0.8919531518500026,0
292,0,0.9191016706003928,1
293,1,0.9335035472832498,1
294,1,0.8407708964356553,0
295,1,0.8078644330443324,0
296,1,0.8912351573096242,0
297,1,0.8820275693927146,0
298,1,0.8780379004671747,0
299,1,0.8987688808367525,0
300,1,0.9422177998191292,1
301,1,0.907934046857972,1
302,1,0.9606880710868244,1
303,1,0.9062091472359081,1
304,1,0.8822807909457161,0
305,1,0.9733817430619047,1
306,1,0.9370572138819628,1
307,1,0.9107587061320905,1
308,1,0.839878768784387,0
309,1,0.9332364650074293,1
310,1,0.7998522854282998,0
311,1,0.8863753819965517,0
312,1,0.9775086061292966,1
313,1,0.8978669973016689,0
314,1,0.8821300126891249,0
315,1,0.9725225776729775,1
316,0,0.9226267164408422,1
317,1,0.9493648960085197,1
318,1,0.8322962648723701,0
319,1,0.8975653910323733,0
320,1,0.8942029895970925,0
321,0,0.8729145369123982,0
322,1,0.9263899843921486,1
323,1,0.753231933765822,0
324,1,0.9696209270367359,1
325,1,0.9173722054741377,1
326,1,0.8887940736614081,0
327,1,0.9740698863838355,1
328,1,0.7040403109966673,0
329,1,0.9311055253896633,1
330,1,0.9804142385557526,1
331,1,0.9088638877045826,1
332,0,0.7444462195461703,0
333,1,0.7509060655257591,0
334,1,0.9271856746089587,1
335,1,0.6686813372189753,0
336,0,0.846307025387552,0
337,1,0.8484840014923349,0
338,1,0.9449410137830366,1
339,1,0.8690318786618881,0
340,1,0.9602708259548135,1
341,1,0.9154308977296194,1
342,1,0.9100667107787564,1
343,1,0.9727511739164644,1
344,1,0.7690947232626321,0
345,1,0.8662081560914855,0
346,1,0.9264004137139432,1
347,1,0.9315820056847799,1
348,1,0.9196356461685944,1
349,1,0.9065590852693824,1
350,1,0.9491992260949937,1
351,1,0.9599945115693177,1
352,1,0.9611726795392292,1
353,1,0.8254272693463095,0
354,1,0.6531408867938353,0
355,1,0.979438372746216,1
356,1,0.9436559249680246,1
357,1,0.9544137462391556,1
358,1,0.9068654693991065,1
359,1,0.9285346970208411,1
360,1,0.9227814924423542,1
361,1,0.9690862431005088,1
362,1,0.8892643314617564,0
363,1,0.6655880594843174,0
364,1,0.8575024469979124,0
365,1,0.8520456583317914,0
366,1,0.8207077968344747,0
367,1,0.9021988839771942,1
368,1,0.8929181360782639,0
369,1,0.7843761581579238,0
370,1,0.8704640019529116,0
371,1,0.9361891658322847,1
372,1,0.8666809410702313,0
373,1,0.8713325299472242,0
374,1,0.955426658422889,1
375,0,0.7842516242700485,0
376,0,0.8952023507900944,0
377,0,0.7575231788347786,0
378,1,0.9276959703721448,1
379,1,0.9068515156273246,1
380,1,0.8849207091569806,0
381,1,0.9237130958125191,1
382,1,0.8432562244532639,0
383,1,0.975938219591462,1
384,0,0.9299302240380474,1
385,1,0.9456298825788508,1
386,1,0.9159540143437326,1
387,0,0.8994106413544748,0
388,1,0.816656467746081,0
389,1,0.719997958995945,0
390,0,0.7335994065286676,0
391,1,0.9653687185006276,1
392,1,0.9349995022609535,1
393,1,0.8975233529516519,0
394,1,0.7729161349339825,0
395,1,0.8383499354006333,0
396,1,0.8863709583380421,0
397,1,0.8821903118409956,0
398,1,0.663761503425708,0
399,1,0.9162016820025095,1
400,1,0.9386201174071016,1
401,1,0.9384789703599625,1
402,1,0.7689432158614797,0
403,1,0.9578790619500418,1
404,1,0.9006651366549187,1
405,1,0.959716524316951,1
406,0,0.8384282532690128,0
407,1,0.9460075045110985,1
408,0,0.7716195689779147,0
409,1,0.9592998270754369,1
410,1,0.9239427755152632,1
411,1,0.9180289535490601,1
412,1,0.9086433227652436,1
413,1,0.9566348273601961,1
414,1,0.8874323096691779,0
415,1,0.859927080782739,0
416,1,0.8108578849909471,0
417,1,0.9438596917245874,1
418,1,0.9528298664492116,1
419,1,0.9669471660864508,1
420,1,0.9494061939672241,1
421,0,0.896525921645508,0
422,1,0.9414346677911117,1
423,1,0.97549448479125,1
424,1,0.9158833543190364,1
425,1,0.8744825171285591,0
426,1,0.9259095567897767,1
427,1,0.8470336127555422,0
428,1,0.7399777757235353,0
429,1,0.9217006874650785,1
430,1,0.9046852232078271,1
431,1,0.8836966366547868,0
432,1,0.9674585119800766,1
433,1,0.9511682067523629,1
434,1,0.9603548279110494,1
435,1,0.8568094275431497,0
436,1,0.7902016763939108,0
437,1,0.6987165512960334,0
438,1,0.9422109372247293,1
439,1,0.8287043109555446,0
440,1,0.8740255961592328,0
441,1,0.9799736429594014,1
442,0,0.7324123219175263,0
443,0,0.9008002169083847,1
444,1,0.7050134451158505,0
445,1,0.9262834604554473,1
446,1,0.8770650511861676,0
447,1,0.9723074362159555,1
448,1,0.9291260407865612,1
449,1,0.7932124282860921,0
450,1,0.9289941827723325,1
451,1,0.8839466547854532,0
452,1,0.8913599868304948,0
453,1,0.9826821474573062,1
454,1,0.9245363538158127,1
455,1,0.8614767737105944,0
456,0,0.9059151781263629,1
457,1,0.7839787402557113,0
458,1,0.8910058621815742,0
459,1,0.9427140896178035,1
460,1,0.8505822322355914,0
461,1,0.9316854396316364,1
462,1,0.9368707619989879,1
463,1,0.9091289196988093,1
464,1,0.8363690723890609,0
465,1,0.7808622103714958,0
466,1,0.9482227227493323,1
467,1,0.9527228992875206,1
468,1,0.9816753553322042,1
469,1,0.8276542929553854,0
470,1,0.8037317972055027,0
471,1,0.8495510021237497,0
472,1,0.8758387775864277,0
473,1,0.8954935166930116,0
474,1,0.7338344885652535,0
475,1,0.8568127708655471,0
476,1,0.8998972847460468,0
477,0,0.8777902801432579,0
478,0,0.8982881496474049,0
479,0,0.8886270982548247,0
480,1,0.9744908045466592,1
481,0,0.8621620910611741,0
482,0,0.896772736291731,0
483,1,0.9197450983639114,1
484,1,0.9389817828606134,1
485,1,0.8950035050126913,0
486,1,0.7838196299485403,0
487,1,0.8729127770594944,0
488,1,0.9608300746636863,1
489,1,0.9540482838423168,1
490,1,0.9348884181897479,1
491,1,0.9500210852120268,1
492,1,0.863414356406828,0
493,1,0.9470235639402876,1
494,1,0.7995869768743307,0
495,1,0.9712952673962201,1
496,1,0.9417348637121284,1
497,1,0.9307269816365115,1
498,1,0.9619617842780286,1
499,1,0.8350918663597285,0
500,0,0.9632094311609818,1
501,1,0.8449963311911994,0
502,1,0.9755216919530647,1
503,1,0.863003362125652,0
504,1,0.9604329702785004,1
505,1,0.9455174361632346,1
506,1,0.9807883146061677,1
507,1,0.8809591107040076,0
508,1,0.8834393105433673,0
509,1,0.8882484657289118,0
510,1,0.921296281096723,1
511,1,0.9371138478723199,1
512,1,0.927576543347222,1
513,1,0.8901520567321074,0
514,0,0.898534983409535,0
515,1,0.8579268387197602,0
516,1,0.9176269815939102,1
517,1,0.8794917647411841,0
518,1,0.8350440428092367,0
519,1,0.9694043045082807,1
520,1,0.8321470993979696,0
521,1,0.9507627453835762,1
522,1,0.7396664164712299,0
523,0,0.9140601601900856,1
524,1,0.8833352194370937,0
525,1,0.9455853001776455,1
526,1,0.9776098506556934,1
527,1,0.8725748386946169,0
528,1,0.9787899842192659,1
529,1,0.6265953123022006,0
530,1,0.9349017665120521,1
531,0,0.8349933780428077,0
532,1,0.8382444426877828,0
533,1,0.9292340798508184,1
534,1,0.8643514658211515,0
535,1,0.9521288747285447,1
536,1,0.9259301653334184,1
537,0,0.9116693667254652,1
538,1,0.9696051011750093,1
539,1,0.942171084522046,1
540,1,0.9390739809152833,1
541,1,0.8014745386599388,0
542,1,0.8851906061089501,0
543,1,0.9519442135530238,1
544,1,0.9303148168009999,1
545,1,0.9110343370891765,1
546,1,0.9810054629167414,1
547,1,0.8047301696868727,0
548,1,0.9045960918268546,1
549,1,0.8596548403897931,0
550,1,0.9592384268379865,1
551,1,0.9511944227772162,1
552,1,0.9138018182376316,1
553,1,0.9580349785337585,1
554,1,0.7372623355569431,0
555,0,0.9076578524641579,1
556,0,0.8079402245132936,0
557,1,0.8711811942746189,0
558,0,0.9041403039419306,1
559,0,0.8416904057484842,0
560,0,0.8439770222397849,0
561,1,0.8853460103302989,0
562,0,0.8348866528107146,0
563,0,0.8202755750781209,0
564,1,0.9247942903938574,1
565,1,0.8635670272930157,0
566,1,0.9248361175699329,1
567,1,0.955831971656235,1
568,1,0.9703504907027668,1
569,1,0.9386273073193333,1
570,1,0.9510578617098108,1
571,1,0.7430302814918233,0
572,0,0.7766155354404795,0
573,0,0.8236008021583047,0
574,1,0.9252816395537738,1
575,1,0.906749287255777,1
576,1,0.9561844549635368,1
577,1,0.9395447445318508,1
578,0,0.87345600926644,0
579,1,0.8948066937348441,0
580,1,0.9522648703699246,1
581,1,0.6796270651398718,0
582,1,0.832558562998898,0
583,1,0.9453017220600374,1
584,1,0.8018953894787827,0
585,1,0.8973054871820623,0
586,1,0.9115782343208821,1
587,1,0.9341031494039953,1
588,1,0.9299574030660838,1
589,0,0.85518874012699,0
590,1,0.9784993199436064,1
591,1,0.9478778000202804,1
592,0,0.8364305572456001,0
593,1,0.8331589237546567,0
594,1,0.9645569088266146,1
595,1,0.9192550402092043,1
596,1,0.8139793051553272,0
597,1,0.9840871074576883,1
598,1,0.9494320908416001,1
599,1,0.8501149562921186,0
600,1,0.9787259117409568,1
601,1,0.9552900964244738,1
602,1,0.8512969795128352,0
603,1,0.8045267078640078,0
604,1,0.8620601556600604,0
605,1,0.8918557686081813,0
606,1,0.9770038767305778,1
607,1,0.9340914787348773,1
608,1,0.9104240888138376,1
609,1,0.9370636233827576,1
610,1,0.8337932755559415,0
611,1,0.9409357702470994,1
612,1,0.9656172750039976,1
613,1,0.8111930617820426,0
614,1,0.9032142170106077,1
615,1,0.8487343148284987,0
616,1,0.7860234753519707,0
617,1,0.9232704528857711,1
618,1,0.9406171334040443,1
619,1,0.9053584029593734,1
620,1,0.953225530568901,1
621,1,0.8990934994552082,0
622,1,0.722193791605609,0
623,1,0.800340191001349,0
624,1,0.9634166538279494,1
625,1,0.8297521700077923,0
626,0,0.733608990631771,0
627,1,0.9268443611681271,1
628,1,0.9793493803136579,1
629,1,0.9270615631781348,1
630,1,0.7981047813937167,0
631,1,0.8613391304908791,0
632,1,0.892264380704259,0
633,1,0.8295378721701343,0
634,1,0.9081195600861054,1
635,1,0.8898094928586352,0
636,0,0.8420400352597228,0
637,0,0.8920998749281872,0
638,1,0.8901931467912892,0
639,1,0.9721321111418534,1
640,1,0.8647331007934701,0
641,1,0.9795042141868191,1
642,1,0.7622494205864654,0
643,1,0.9259019880078841,1
644,1,0.9656468199391917,1
645,1,0.9685059329546402,1
646,1,0.9546996168177274,1
647,1,0.902739077817975,1
648,1,0.9398732885011429,1
649,1,0.9436887270829848,1
650,0,0.8448923196285313,0
651,1,0.931468581877913,1
652,1,0.7962613494461256,0
653,1,0.762847373038646,0
654,1,0.9298305314811068,1
655,1,0.914827915776711,1
656,0,0.9427652621021912,1
657,1,0.9842288786220907,1
658,1,0.8976825826092728,0
659,1,0.9170061312798148,1
660,1,0.949067266385191,1
661,0,0.850079143742651,0
662,1,0.9637952656648828,1
663,1,0.9730894001571835,1
664,1,0.8282954526513584,0
665,1,0.9535798488633574,1
666,1,0.8782699014173226,0
667,1,0.7350591214001251,0
668,1,0.9596644127272944,1
669,0,0.7335091075741202,0
670,1,0.9731578408206001,1
671,1,0.9567240139808982,1
672,1,0.9095356204046589,1
673,1,0.8382359939784277,0
674,1,0.9586786474324225,1
675,1,0.8200453332318204,0
676,1,0.9006111667927169,1
677,1,0.8109169068844567,0
678,1,0.9235673492434148,1
679,1,0.8870962259677844,0
680,1,0.7522496265610821,0
681,1,0.7960456079250915,0
682,1,0.8177389345407245,0
683,1,0.9378832768676099,1
684,1,0.8914230967126783,0
685,1,0.8307481096798339,0
686,1,0.9634575856858499,1
687,1,0.9837993627677287,1
688,1,0.9200820470378572,1
689,0,0.8275498489257054,0
690,1,0.973343391600401,1
691,1,0.9616416902526449,1
692,1,0.9461326303009558,1
693,1,0.9370466784046141,1
694,1,0.8866454094056339,0
695,1,0.8518419939657201,0
696,1,0.9720660938265763,1
697,1,0.8570790364316485,0
698,1,0.7959466335986974,0
699,1,0.8703895228720171,0
700,1,0.9498369389040585,1
701,1,0.8629718207416155,0
702,1,0.8696808919581198,0
703,0,0.7290396338585435,0
704,1,0.8957457050296765,0
705,1,0.8351107528459282,0
706,1,0.9394086770186847,1
707,0,0.9151366269762585,1
708,1,0.900651469039189,1
709,0,0.7414097886493944,0
710,1,0.8456172694764298,0
711,1,0.8890288932189745,0
712,1,0.9750403354000536,1
713,0,0.8627731611622109,0
714,1,0.8620712927649857,0
715,1,0.9026013809672322,1
716,1,0.9241854513871864,1
717,1,0.9504590670696854,1
718,1,0.9054577102853024,1
719,0,0.8850988951136676,0
720,1,0.9593889515355769,1
721,1,0.8305365442696445,0
722,1,0.843904720426783,0
723,1,0.971539275924304,1
724,1,0.8034672679644451,0
725,1,0.9052415025893794,1
726,1,0.8478392657923871,0
727,0,0.8092398970461793,0
728,1,0.9392501374920509,1
729,1,0.898654243335796,0
730,1,0.8444778773032131,0
731,1,0.8531070388656184,0
732,1,0.958790703394363,1
733,1,0.9731181063123252,1
734,1,0.9179348571035694,1
735,1,0.9375037978396912,1
736,1,0.987555186726011,1
737,1,0.8116269267445633,0
738,1,0.9671053825310014,1
739,1,0.9485391621749993,1
740,1,0.9420366536650158,1
741,1,0.9466198190178011,1
742,0,0.9103040050847117,1
743,1,0.9485584385205358,1
744,1,0.8496920958431553,0
745,1,0.9444558799593898,1
746,1,0.7829247389475164,0
747,0,0.8343296621910725,0
748,1,0.9558710670202687,1
749,1,0.786225844878969,0
750,1,0.9172219003647827,1
751,1,0.8605578607950017,0
752,1,0.8724786948524327,0
753,0,0.9743418392953042,1
754,0,0.8591865837670378,0
755,1,0.857859761583991,0
756,1,0.9368244989440615,1
757,0,0.7379826508397981,0
758,1,0.9131403084914022,1
759,1,0.9783078807406965,1
760,1,0.893043011063354,0
761,1,0.9749191132609095,1
762,1,0.9304379158518433,1
763,1,0.8331985910917079,0
764,1,0.8885966770872122,0
765,1,0.9679073708427012,1
766,1,0.7787734471136011,0
767,1,0.9237186002139071,1
768,1,0.8430162714597211,0
769,1,0.8857560654472807,0
770,1,0.9545859171713847,1
771,1,0.7878461282381224,0
772,1,0.8809177332461908,0
773,0,0.8353524224558064,0
774,1,0.9227089630332157,1
775,1,0.7608862690922137,0
776,1,0.8878107222790416,0
777,1,0.9575867586842387,1
778,1,0.7907145270107213,0
779,1,0.8108070764564284,0
780,1,0.8604854989653226,0
781,1,0.9760874268658155,1
782,1,0.9831226261878654,1
783,1,0.9333277743586988,1
784,1,0.9035696622714001,1
785,1,0.9237573206395244,1
786,0,0.7368938097395903,0
787,1,0.9047381822160269,1
788,1,0.9402056263165824,1
789,1,0.9045843501121311,1
790,1,0.696614161073832,0
791,0,0.8717110480572674,0
792,1,0.9259474635169277,1
793,1,0.9772838071112507,1
794,1,0.8935196006116938,0
795,1,0.9564183381172477,1
796,1,0.8814646798810324,0
797,1,0.7962937150244649,0
798,1,0.889107647073921,0
799,1,0.8905536126552206,0
800,0,0.8862439418244122,0
801,1,0.8522117877724085,0
802,1,0.9409708884910684,1
803,1,0.9618319600735614,1
804,1,0.8171436637074971,0
805,1,0.8792549417607342,0
806,1,0.8925779820628271,0
807,1,0.9460026037840825,1
808,1,0.9589195613654633,1
809,1,0.9528496343090985,1
810,1,0.891138375017837,0
811,1,0.9307438812989491,1
812,0,0.8168618824560038,0
813,1,0.8838758871131353,0
814,1,0.8516928624314523,0
815,1,0.9221978617305485,1
816,1,0.7976560027733501,0
817,1,0.9308434110340178,1
818,1,0.8585714380635627,0
819,1,0.952661209445528,1
820,1,0.7995469066428217,0
821,1,0.903565304713194,1
822,1,0.8532385235874906,0
823,1,0.8742965041456026,0
824,1,0.9193450724236191,1
825,1,0.905723636686685,1
826,1,0.8441799479288934,0
827,1,0.8993199535010871,0
828,1,0.9427207564644134,1
829,1,0.8777627189389592,0
830,1,0.8487355500848005,0
831,1,0.9204833600001715,1
832,1,0.8731176021703718,0
833,1,0.6854375391234488,0
834,1,0.9727244061837116,1
835,1,0.9412644314744449,1
836,1,0.9791440394363214,1
837,1,0.9113243539017565,1
838,1,0.7953897506114569,0
839,1,0.8579598118153895,0
840,1,0.911948363133201,1
841,1,0.9317609217835343,1
842,1,0.9595606256550119,1
843,1,0.9733887701253324,1
844,1,0.9231179062674285,1
845,1,0.890327202515804,0
846,1,0.8599413884762401,0
847,1,0.9049661437085534,1
848,1,0.7943665526659115,0
849,1,0.8764269363457321,0
850,1,0.9718219108206355,1
851,1,0.9725911400958551,1
852,1,0.9122873140638991,1
853,0,0.7472792259799745,0
854,1,0.8749810035886482,0
855,1,0.8900443605143318,0
856,0,0.8557985250762542,0
857,1,0.947684786612327,1
858,1,0.9230545273810231,1
859,0,0.754625836455381,0
860,1,0.9327734052681127,1
861,1,0.8087281072766415,0
862,1,0.9346294511442331,1
863,1,0.9691534498954941,1
864,1,0.9263333232694375,1
865,1,0.9633806607534486,1
866,1,0.8215807505186967,0
867,1,0.9025464210750809,1
868,1,0.8065073985708509,0
869,1,0.8287780129510396,0
870,0,0.851609089409177,0
871,1,0.9213627483193173,1
872,1,0.8377286404081067,0
873,0,0.8671720160257483,0
874,1,0.9558377368152322,1
875,1,0.9409498250914585,1
876,1,0.8198945944759608,0
877,1,0.7326336648382515,0
878,1,0.8701634936635326,0
879,1,0.8823529171112374,0
880,1,0.9070316799242083,1
881,1,0.9218138800489042,1
882,1,0.9458744513501014,1
883,1,0.8672385162103013,0
884,1,0.7939501132705092,0
885,1,0.9400837299393713,1
886,1,0.8687296039101527,0
887,1,0.8376193904313842,0
888,1,0.9654753142345063,1
889,1,0.8596339657142202,0
890,1,0.797667376705354,0
891,1,0.9176420355708049,1
892,1,0.8553864636299469,0
893,1,0.9588483922153779,1
894,1,0.8588290360253461,0
895,1,0.918926323968614,1
896,1,0.8175771589038806,0
897,1,0.9139882334267518,1
898,1,0.9593040031976688,1
899,1,0.8904591165128993,0
900,1,0.9251584515765712,1
901,0,0.7031789027279569,0
902,1,0.8728249612885074,0
903,1,0.8470953570116189,0
904,1,0.877872801706188,0
905,0,0.9235093350796718,1
906,1,0.861358905220086,0
907,1,0.8486164824192172,0
908,0,0.9498620833921908,1
909,1,0.946843891865013,1
910,1,0.7892612176311159,0
911,1,0.8005005538899758,0
912,1,0.9442486359925891,1
913,1,0.8699090986595037,0
914,1,0.9471986844554112,1
915,1,0.9504700773338697,1
916,1,0.7104205377460355,0
917,1,0.932083614503361,1
918,0,0.8044975726919127,0
919,1,0.976207577738422,1
920,1,0.9010683068288247,1
921,1,0.7086516613994543,0
922,1,0.9761423101083166,1
923,1,0.7998757028888871,0
924,0,0.8938730288569473,0
925,1,0.9609390617281073,1
926,0,0.877161232436791,0
927,1,0.8014259378968138,0
928,1,0.928131711423026,1
929,1,0.9164312893755683,1
930,1,0.9763320529798252,1
931,1,0.9091114108966234,1
932,1,0.9650774681118872,1
933,1,0.9426053314770517,1
934,0,0.9519822919748541,1
